car_code,sub_code,make,model,spec,current_price,depreciation,down_payment,installment,coe,road_tax,omv,arf,fuel_economy,fuel_type,coe_incl
12719,7611,BMW,BMW 6 Series Gran Turismo Mild Hybrid,630i Luxury (A),327888,28400,131155,2798,70200,1210,64837,88707,16.4,Petrol-Electric,True
12719,7970,BMW,BMW 6 Series Gran Turismo Mild Hybrid,630i M Sport (A),336888,28900,134755,2875,70200,1210,68571,95428,16.4,Petrol-Electric,True
12720,7624,BMW,BMW 4 Series Coupe,420i M Sport (A),257888,22700,103155,2201,70200,1210,49489,61285,15.6,Petrol,True
12720,7625,BMW,BMW 4 Series Coupe,430i M Sport Pro (A),321888,28000,128755,2747,70200,1210,62154,83877,15.2,Petrol,True
12724,7639,Porsche,Porsche 911 Targa,4 PDK 3.0 (A),589988,-,-,-,70200,2362,-,-,,Petrol,False
12724,7640,Porsche,Porsche 911 Targa,4S PDK 3.0 (A),657788,-,-,-,70200,2362,-,-,,Petrol,False
12724,7641,Porsche,Porsche 911 Targa,4S PDK 3.0 Heritage Design Edition (A),813188,-,-,-,70200,2362,-,-,,Petrol,False
12725,7678,Nissan,Nissan Kicks e-POWER Hybrid,Premium (A),115800,11000,46320,988,47001,802,24975,11965,21.7,Petrol-Electric,True
12725,7679,Nissan,Nissan Kicks e-POWER Hybrid,Premium Plus (A),117800,11200,47120,1005,47001,802,25421,12589,21.7,Petrol-Electric,True
12725,8348,Nissan,Nissan Kicks e-POWER Hybrid,Premium Adventure Series (A),118800,-,47520,1014,47001,802,-,-,21.7,Petrol-Electric,True
12725,8349,Nissan,Nissan Kicks e-POWER Hybrid,Premium Plus Adventure Series (A),120800,-,48320,1031,47001,802,-,-,21.7,Petrol-Electric,True
12726,7645,Ford,Ford Ranger Diesel,2.0 Double Cab Pick-Up Limited [Euro VI] (A),109888,-,10989,1406,38890,-,37000,1850,12.6,Diesel (Euro VI),False
12728,8323,Hyundai,Hyundai Kona Hybrid,1.6 DCT (A),113999,10700,45600,973,47001,732,26826,14556,23.3,Petrol-Electric,True
12728,8324,Hyundai,Hyundai Kona Hybrid,1.6 DCT Sunroof (A),121999,11200,48800,1041,47001,732,30021,19029,23.3,Petrol-Electric,True
12730,7660,Land Rover,Land Rover Range Rover,5.0 V8 S/C LWB SVAutobiography (A),919999,-,368000,7850,70200,5512,-,-,,Petrol,True
12733,7677,Audi,Audi A4 Avant Mild Hybrid,2.0 TFSI S tronic (A),220519,19900,88208,1882,70200,1194,36110,42554,15.6,Petrol-Electric,True
12739,7709,BYD,BYD T3 Electric,50.3 kWh (A),98300,-,9830,1258,38890,-,-,-,-,Electric,True
12746,7987,Mercedes-Benz,Mercedes-Benz GLA-Class,GLA180 Progressive (A),179888,16100,71955,1535,47001,586,33392,38749,15.6,Petrol,True
12746,7736,Mercedes-Benz,Mercedes-Benz GLA-Class,GLA200 Progressive (A),223888,20300,89555,1910,70200,586,35118,41165,16.4,Petrol,True
12746,7737,Mercedes-Benz,Mercedes-Benz GLA-Class,GLA200 AMG Line (A),226888,20400,90755,1936,70200,586,37967,45154,16.4,Petrol,True
12746,7963,Mercedes-Benz,Mercedes-Benz GLA-Class,GLA35 AMG 4MATIC (A),277888,-,111155,2371,70200,1202,-,-,13.2,Petrol,True
12746,7964,Mercedes-Benz,Mercedes-Benz GLA-Class,GLA45 S AMG 4MATIC+ (A),355888,-,142355,3037,70200,1202,-,-,10.6,Petrol,True
12748,7745,Audi,Audi S4 Sedan,3.0 TFSI qu Tip (A),356581,-,142632,3043,70200,2380,-,-,11.6,Petrol,True
12749,7871,Hyundai,Hyundai Avante,1.6 (A),94999,9200,28500,946,47001,742,15137,5000,18.5,Petrol,True
12749,7792,Hyundai,Hyundai Avante,1.6 'S' (A),98999,9600,29700,986,47001,742,18849,5000,18.5,Petrol,True
12749,7793,Hyundai,Hyundai Avante,1.6 Elite Sunroof (A),104999,10100,42000,896,47001,742,21619,7267,18.5,Petrol,True
12750,7760,Land Rover,Land Rover Defender 110,2.0 P300 SE 6-Seater (A),333999,29600,133600,2850,70200,1208,58163,76693,9.7,Petrol,True
12752,7764,BYD,BYD T9R Electric,217 kWh (A),POA,-,-,-,38890,-,-,-,-,Electric,True
12758,7779,Isuzu,Isuzu N Series Diesel,NHR87 AUE4AA 10FT [Euro VI] (M),42000,-,4200,538,38890,-,-,-,8.3,Diesel (Euro VI),False
12758,7780,Isuzu,Isuzu N Series Diesel,NJR88 AUE4A 10FT [Euro VI] (A),54500,-,5450,698,38890,-,-,-,11.8,Diesel (Euro VI),False
12758,7782,Isuzu,Isuzu N Series Diesel,NPR85 UH5A 15FT [Euro VI] (M),56800,-,5680,727,38890,-,-,-,,Diesel (Euro VI),False
12758,7816,Isuzu,Isuzu N Series Diesel,NPR85 UH5A 15 FT [Euro VI] (A),60000,-,6000,768,38890,-,-,-,,Diesel (Euro VI),False
12758,7781,Isuzu,Isuzu N Series Diesel,NPR75 UH5A 15FT [Euro VI] (M),61800,-,6180,791,38890,-,-,-,,Diesel (Euro VI),False
12758,7817,Isuzu,Isuzu N Series Diesel,NPR75 UH5A 15FT [Euro VI] (A),63000,-,6300,806,38890,-,-,-,,Diesel (Euro VI),False
12759,7783,Isuzu,Isuzu F Series Diesel,FVR90 SUQD-C [Euro VI] (M),90500,-,9050,1158,38890,-,-,-,,Diesel (Euro VI),False
12763,7803,Audi,Audi Q7 Mild Hybrid,3.0 TFSI qu Tip 7-Seater (A),418922,-,167569,3575,70200,2380,-,-,10.6,Petrol-Electric,True
12768,7818,Bentley,Bentley Bentayga,4.0 V8 (A),POA,-,-,-,70200,3942,207396,345313,8.8,Petrol,True
12769,7823,Kia,Kia Sorento Diesel,2.2 SX 7-Seater (A),181999,16300,72800,1553,70200,2152,33326,38656,17.5,Diesel (Euro VI),True
12769,7824,Kia,Kia Sorento Diesel,2.2 SX Tech Pack 7-Seater (A),196999,17600,78800,1681,70200,2152,35946,42324,17.5,Diesel (Euro VI),True
12769,7825,Kia,Kia Sorento Diesel,2.2 GT Tech Pack 7-Seater (A),216999,19500,86800,1852,70200,2152,37567,44594,16.7,Diesel (Euro VI),True
12771,7826,BYD,BYD M3e Electric,50.3 kWh (A),112888,-,-,-,47001,826,-,-,19.4,Electric,True
12772,7989,Mercedes-Benz,Mercedes-Benz GLB-Class,GLB180 Progressive 7-Seater (A),189888,-,75955,1620,47001,586,-,-,16.9,Petrol,True
12772,7832,Mercedes-Benz,Mercedes-Benz GLB-Class,GLB200 Progressive 7-Seater (A),227888,-,91155,1945,70200,586,-,-,15.6,Petrol,True
12772,7990,Mercedes-Benz,Mercedes-Benz GLB-Class,GLB250 AMG Line 7-Seater (A),264888,-,105955,2260,70200,1202,-,-,13.5,Petrol,True
12772,7833,Mercedes-Benz,Mercedes-Benz GLB-Class,GLB35 AMG 4MATIC 7-Seater (A),284888,25700,113955,2431,70200,1202,45097,55136,12.7,Petrol,True
12776,7848,Audi,Audi RS Q3 Sportback,2.5 TFSI qu S tronic (A),338802,30200,135521,2891,70200,1776,56384,73491,11.1,Petrol,True
12777,7849,Ford,Ford Ranger Raptor Diesel,2.0 Double Cab Pick-Up Limited [Euro VI] (A),153888,-,15389,1970,38890,-,53000,2650,11.2,Diesel (Euro VI),False
12778,7852,Mercedes-Benz,Mercedes-Benz GLC-Class Plug-in Hybrid,GLC300e 4MATIC (A),308888,-,123555,2636,70200,1202,-,-,38.5,Petrol-Electric,True
12780,7855,Audi,Audi RS Q3,2.5 TFSI qu S tronic (A),330596,-,132238,2821,70200,1776,-,-,11.1,Petrol,True
12781,7856,Opel,Opel Combo Diesel,1.5 Turbo [LWB] [Euro VI] (A),88500,8900,8850,1133,38890,-,24282,1214,21.3,Diesel (Euro VI),True
12782,7968,Audi,Audi RS Q8 Mild Hybrid,4.0 TFSI qu Tip (A),605004,-,242002,5162,70200,3942,-,-,8.3,Petrol-Electric,True
12784,7868,Rolls-Royce,Rolls-Royce Ghost,6.75 V12 (A),POA,-,-,-,70200,8248,418808,725854,,Petrol,True
12784,7869,Rolls-Royce,Rolls-Royce Ghost,6.75 V12 Extended (A),POA,-,-,-,70200,8248,-,-,,Petrol,True
12787,7896,Mercedes-Benz,Mercedes-Benz GLE-Class Coupe Mild Hybrid,GLE450 4MATIC (A),456888,-,182755,3899,70200,2384,-,-,10.9,Petrol-Electric,True
12787,7898,Mercedes-Benz,Mercedes-Benz GLE-Class Coupe Mild Hybrid,GLE53 AMG 4MATIC+ (A),487888,-,195155,4163,70200,2384,-,-,10.8,Petrol-Electric,True
12791,7911,CUPRA,CUPRA Ateca,2.0 TSI DSG (A),234999,21100,94000,2005,70200,1194,40013,48018,12.5,Petrol,True
12797,8145,BMW ALPINA,BMW ALPINA XD3 Diesel,3.0 (A),320800,-,-,-,70200,3476,-,-,15.6,Diesel (Euro VI),False
12798,7936,Mercedes-Benz,Mercedes-Benz E-Class Saloon,E200 Avantgarde (A),306888,27200,122755,2619,70200,1202,54869,70764,12.7,Petrol,True
12798,7937,Mercedes-Benz,Mercedes-Benz E-Class Saloon,E200 Exclusive (A),324888,28900,129955,2772,70200,1202,55564,72015,12.7,Petrol,True
12798,7938,Mercedes-Benz,Mercedes-Benz E-Class Saloon,E200 AMG Line (A),334888,-,133955,2858,70200,1202,-,-,12.7,Petrol,True
12798,7991,Mercedes-Benz,Mercedes-Benz E-Class Saloon,E300 Avantgarde (A),342888,30100,137155,2926,70200,1202,62494,84489,12.7,Petrol,True
12798,7992,Mercedes-Benz,Mercedes-Benz E-Class Saloon,E300 Exclusive (A),352888,-,141155,3011,70200,1202,-,-,12.7,Petrol,True
12802,7946,Suzuki,Suzuki Swift Mild Hybrid,1.2 Standard (A),89900,-,-,-,47001,506,-,-,24.2,Petrol-Electric,True
12802,7956,Suzuki,Suzuki Swift Mild Hybrid,1.2 Standard Two-Tone (A),90900,-,-,-,47001,506,-,-,24.2,Petrol-Electric,True
12804,7958,Volvo,Volvo XC90 Recharge Plug-in Hybrid,T8 Inscription 7-Seater (A),404000,-,161600,3447,70200,1176,-,-,43.5,Petrol-Electric,True
12805,7959,Lexus,Lexus IS 300h Hybrid,2.5 Executive (A),221800,20000,88720,1893,70200,1792,47413,43378,18.5,Petrol-Electric,True
12805,8104,Lexus,Lexus IS 300h Hybrid,2.5 Luxury (A),231800,20600,92720,1978,70200,1792,52315,51167,18.5,Petrol-Electric,True
12805,8311,Lexus,Lexus IS 300h Hybrid,2.5 F Sport (A),249800,-,99920,2132,70200,1792,-,-,18.5,Petrol-Electric,True
12806,8236,CUPRA,CUPRA Formentor,1.5 TSI DSG [150] (A),167999,-,67200,1434,70200,684,-,-,17.9,Petrol,True
12806,8237,CUPRA,CUPRA Formentor,2.0 TSI DSG [190] (A),222999,-,89200,1903,70200,1194,-,-,14.2,Petrol,True
12806,8239,CUPRA,CUPRA Formentor,2.0 TSI DSG VZ [310] (A),258999,-,103600,2210,70200,1194,-,-,12.9,Petrol,True
12807,8095,Nissan,Nissan Note e-POWER Hybrid,Lite (A),103800,-,-,-,47001,714,-,-,21.7,Petrol-Electric,True
12807,8096,Nissan,Nissan Note e-POWER Hybrid,Premium (A),106800,10300,42720,911,47001,714,21695,7373,21.7,Petrol-Electric,True
12810,7996,Toyota,Toyota Yaris Cross Hybrid,1.5 Active (A),61888,-,-,-,47001,678,24125,10775,26.3,Petrol-Electric,False
12810,7997,Toyota,Toyota Yaris Cross Hybrid,1.5 Excite (A),66888,-,-,-,47001,678,-,-,26.3,Petrol-Electric,False
12811,7978,Honda,Honda Jazz,1.5 CVT Home (A),POA,-,-,-,47001,684,17721,17721,17.5,Petrol,False
12811,7977,Honda,Honda Jazz,1.5 CVT Base (A),99899,9100,29970,994,47001,684,16945,16945,17.5,Petrol,True
12812,8132,Hyundai,Hyundai Palisade,3.5 V6 Sunroof 8-Seater (A),223999,20100,89600,1911,70200,3120,38910,46474,9.5,Petrol,True
12813,8266,Peugeot,Peugeot 508 Fastback,1.6 EAT8 GT (A),163888,14500,65555,1398,70200,742,33088,38323,19.2,Petrol,True
12814,8013,Peugeot,Peugeot 3008,1.2 PureTech EAT8 Active Premium (A),125888,11300,50355,1074,47001,508,24206,25888,19.2,Petrol,True
12814,8014,Peugeot,Peugeot 3008,1.2 PureTech EAT8 Allure Premium (A),142888,12600,57155,1219,47001,508,30023,34032,19.2,Petrol,True
12815,8058,Peugeot,Peugeot 5008,1.2 PureTech EAT8 Active Premium 7-Seater (A),142888,12700,57155,1219,47001,508,28334,31668,19.2,Petrol,True
12815,8059,Peugeot,Peugeot 5008,1.2 PureTech EAT8 Allure Premium 7-Seater (A),161888,14200,64755,1381,47001,508,34655,40517,19.2,Petrol,True
12816,7979,Honda,Honda Jazz Hybrid,1.5 ECVT Luxe e-HEV (A),106199,10100,42480,906,47001,684,23952,10533,26.3,Petrol-Electric,True
12817,8053,BYD,BYD e6 Electric,71.7 kWh (A),119888,11700,47955,1023,47001,826,24000,5000,17.1,Electric,True
12818,8074,Renault,Renault Captur,1.3T TCe (A),107999,-,43200,922,47001,586,-,-,16.4,Petrol,True
12818,8073,Renault,Renault Captur,1.3T TCe Privilege (A),114999,-,46000,981,47001,586,-,-,16.4,Petrol,True
12822,8185,Lexus,Lexus UX 300e Electric,54.3 kWh (A),257800,23500,103120,2200,70200,1646,66068,45922,15,Electric,True
12824,7994,Mercedes-Benz,Mercedes-Benz G-Class Diesel,G350d (A),513888,-,205555,4385,70200,3368,-,-,10.2,Diesel (Euro VI),True
12827,8291,Audi,Audi Q5 Mild Hybrid,2.0 TFSI qu S tronic (A),262204,23800,104882,2237,70200,1194,40624,48874,12.5,Petrol-Electric,True
12827,8012,Audi,Audi Q5 Mild Hybrid,2.0 TFSI qu S tronic S Line (A),276127,24800,110451,2356,70200,1194,45906,56268,12.5,Petrol-Electric,True
12831,8046,BMW M Series,BMW M Series M4 Coupe,3.0 Competition Launch Edition (A),POA,-,-,-,70200,2376,-,-,9.8,Petrol,True
12831,8045,BMW M Series,BMW M Series M4 Coupe,3.0 Competition (A),488888,40500,195555,4172,70200,2376,108668,167602,9.8,Petrol,True
12832,8048,BMW M Series,BMW M Series M3 Sedan,3.0 Competition Launch Edition (A),POA,-,-,-,70200,2376,-,-,9.9,Petrol,True
12832,8047,BMW M Series,BMW M Series M3 Sedan,3.0 Competition (A),483888,40600,193555,4129,70200,2376,101591,154864,9.9,Petrol,True
12835,8334,BMW,BMW iX3 Electric,Impressive 74 kWh (A),264888,25000,105955,2260,70200,2350,57489,30480,19.4,Electric,True
12837,8027,Toyota,Toyota Harrier,2.0 Elegance (A),182888,16200,73155,1561,70200,1196,35925,42295,15.3,Petrol,True
12838,8028,Toyota,Toyota Harrier Hybrid,2.5 Premium (A),179888,16300,71955,1535,70200,1784,40927,34298,21.2,Petrol-Electric,True
12838,8026,Toyota,Toyota Harrier Hybrid,2.5 Luxury (A),196888,17700,78755,1680,70200,1784,45328,40459,21.2,Petrol-Electric,True
12839,8032,Mercedes-Benz,Mercedes-Benz E-Class Cabriolet,E200 (A),363888,-,145555,3105,70200,1202,-,-,12.5,Petrol,True
12840,8033,Mercedes-Benz,Mercedes-Benz E-Class Coupe,E200 (A),346888,-,138755,2960,70200,1202,-,-,12.7,Petrol,True
12841,8034,Mercedes-Benz,Mercedes-Benz E-Class Saloon Mild Hybrid,E53 AMG 4MATIC+ (A),464888,-,185955,3967,70200,2384,-,-,11.1,Petrol-Electric,True
12842,8449,Volvo,Volvo XC40 Recharge Plug-in Hybrid,T5 R-Design (A),230000,-,92000,1963,70200,670,-,-,41.7,Petrol-Electric,True
12847,8066,Tesla,Tesla Model 3 Electric,Standard Range Plus RWD (A),113245,-,-,-,70200,2726,58310,31958,14.4,Electric,False
12847,8062,Tesla,Tesla Model 3 Electric,Performance AWD (A),155283,-,-,-,70200,4884,73263,58873,16.5,Electric,False
12853,8164,Mercedes-Benz,Mercedes-Benz S-Class Mild Hybrid,S450L 4MATIC (A),541888,-,216755,4624,70200,2384,-,-,11.8,Petrol-Electric,True
12854,8421,Audi,Audi e-tron GT Electric,quattro 93 kWh (A),489000,-,195600,4173,70200,4462,-,-,19.6,Electric,True
12855,8292,Audi,Audi RS e-tron GT Electric,quattro 93 kWh (A),620000,-,248000,5290,70200,5870,-,-,19.3,Electric,True
12862,8103,Maxus,Maxus e Deliver 3 Electric,[52.5 kWh] (A),111988,-,11199,1433,38890,-,-,-,23.5,Electric,True
12864,8107,Honda,Honda Odyssey,2.4 EX 8-Seater (A),188099,-,75240,1605,70200,1630,-,-,12.3,Petrol,True
12864,8108,Honda,Honda Odyssey,2.4 EXV 7-Seater (A),198899,-,79560,1697,70200,1630,-,-,12.3,Petrol,True
12865,8112,Perodua,Perodua Aruz,1.5 X 7-Seater (A),97999,-,29400,976,47001,682,-,-,15.6,Petrol,True
12866,8114,Maserati,Maserati Ghibli Mild Hybrid,2.0 (A),308800,-,-,-,70200,1206,65808,90454,14.3,Petrol-Electric,False
12877,8167,Morgan,Morgan Plus Six,3.0 Bespoke (A),430888,-,-,-,70200,2382,-,-,12.2,Petrol,False
12877,8168,Morgan,Morgan Plus Six,3.0 Touring (A),460888,-,-,-,70200,2382,-,-,12.2,Petrol,False
12878,8170,Morgan,Morgan Plus Four,2.0 (M),320888,-,-,-,70200,1210,-,-,13.7,Petrol,False
12878,8171,Morgan,Morgan Plus Four,2.0 (A),330888,-,-,-,70200,1210,-,-,14.3,Petrol,False
12880,8177,Nissan,Nissan NV350 Petrol,2.0 Panel Van (M),67800,-,6780,868,38890,-,-,-,9.6,Petrol,True
12880,8178,Nissan,Nissan NV350 Petrol,2.0 Panel Van (A),68800,-,6880,881,38890,-,-,-,10.3,Petrol,True
12880,8176,Nissan,Nissan NV350 Petrol,2.0 Microbus (A),78800,-,7880,1009,38890,-,-,-,10.3,Petrol,True
12881,8423,Opel,Opel Vivaro-e Electric,75 kWh (A),109500,-,10950,1402,38890,-,-,-,23.3,Electric,True
12886,8274,Kia,Kia Stonic Mild Hybrid,1.0T EX (A),92999,9000,27900,926,47001,390,18943,5000,21.3,Petrol-Electric,True
12886,8275,Kia,Kia Stonic Mild Hybrid,1.0T SX (A),96999,9400,38800,828,47001,390,20300,5420,21.3,Petrol-Electric,True
12888,8195,Suzuki,Suzuki Swift Sport Mild Hybrid,1.4 Turbo Standard (M),109900,10700,32970,1094,47001,610,19204,5000,21.2,Petrol-Electric,True
12888,8207,Suzuki,Suzuki Swift Sport Mild Hybrid,1.4 Turbo Standard Two-Tone (M),110900,-,33270,1104,47001,610,-,-,21.2,Petrol-Electric,True
12889,8198,Kia,Kia Carnival Diesel,2.2 SX Tech Pack 8-Seater (A),216999,-,86800,1852,70200,2152,-,-,14.5,Diesel (Euro VI),True
12889,8197,Kia,Kia Carnival Diesel,2.2 SX Tech Pack 7-Seater (A),222999,19900,89200,1903,70200,2152,39766,47672,14.5,Diesel (Euro VI),True
12893,8230,Volkswagen,Volkswagen Golf Mild Hybrid,1.5 eTSI DSG Life (A),143400,14000,57360,1224,70200,684,21742,7439,20.8,Petrol-Electric,True
12893,8231,Volkswagen,Volkswagen Golf Mild Hybrid,1.5 eTSI DSG Life Plus (A),150400,14500,60160,1283,70200,684,24234,10928,20.8,Petrol-Electric,True
12893,8232,Volkswagen,Volkswagen Golf Mild Hybrid,1.5 eTSI DSG R-Line (A),160400,-,-,-,70200,684,-,-,20.8,Petrol-Electric,True
12894,8211,Jaguar,Jaguar E-PACE Mild Hybrid,1.5 SE (A),203999,-,81600,1741,70200,684,-,-,14.9,Petrol-Electric,True
12895,8212,Audi,Audi A3 Sedan Mild Hybrid,1.5 TFSI S tronic (A),169415,16100,67766,1446,70200,684,27773,15882,,Petrol-Electric,True
12895,8309,Audi,Audi A3 Sedan Mild Hybrid,1.5 TFSI S tronic [Sport Seats] (A),169513,-,67805,1446,70200,684,-,-,,Petrol-Electric,True
12897,8214,Audi,Audi A3 Sportback Mild Hybrid,1.5 TFSI S tronic (A),167635,-,67054,1430,70200,684,27291,-,,Petrol-Electric,True
12897,8310,Audi,Audi A3 Sportback Mild Hybrid,1.5 TFSI S tronic [Sport Seats] (A),167733,-,67093,1431,70200,684,-,-,,Petrol-Electric,True
12899,8224,BMW,BMW 4 Series Convertible,420i Convertible M Sport (A),276888,24100,110755,2363,70200,1210,55977,72759,16.4,Petrol,True
12899,8225,BMW,BMW 4 Series Convertible,430i Convertible M Sport Pro (A),330888,-,132355,2823,70200,1210,-,-,15.6,Petrol,True
12900,8226,Ferrari,Ferrari SF90 Spider Plug-in Hybrid,4.0 V8 (A),POA,-,-,-,70200,3934,-,-,16.4,Petrol-Electric,True
12901,8229,Volkswagen,Volkswagen Golf GTI,2.0 TSI DSG (A),224400,20100,89760,1915,70200,1194,38469,45857,15.4,Petrol,True
12903,8238,CUPRA,CUPRA Leon,2.0 TSI DSG (A),217999,-,87200,1860,70200,1194,-,-,14.9,Petrol,True
12904,8240,CUPRA,CUPRA Leon Sportstourer,2.0 TSI DSG (A),232999,-,93200,1988,70200,1194,-,-,12.9,Petrol,True
12914,8263,SEAT,SEAT Leon Mild Hybrid,1.5 TSI DSG FR (A),126999,-,50800,1084,70200,684,-,-,20,Petrol-Electric,True
12915,8264,SEAT,SEAT Leon Sportstourer Mild Hybrid,1.5 TSI DSG FR (A),137999,-,55200,1178,70200,684,-,-,20,Petrol-Electric,True
12916,8286,SKODA,SKODA Octavia Mild Hybrid,1.5 TSI e-TEC Ambition (A),129900,-,51960,1108,70200,684,-,-,18.9,Petrol-Electric,True
12916,8285,SKODA,SKODA Octavia Mild Hybrid,1.5 TSI e-TEC Style (A),141900,-,56760,1211,70200,684,-,-,18.9,Petrol-Electric,True
12917,8283,SKODA,SKODA Octavia Combi Mild Hybrid,1.5 TSI e-TEC Style (A),POA,-,-,-,70200,684,-,-,20.8,Petrol-Electric,True
12918,8314,Hyundai,Hyundai Tucson,1.6 DCT Turbo Sunroof (A),153999,14000,61600,1314,70200,742,25043,27060,14.9,Petrol,True
12918,8325,Hyundai,Hyundai Tucson,1.6 DCT Turbo 'S' Sunroof (A),158999,14400,63600,1357,70200,742,27443,30420,14.9,Petrol,True
12919,8294,Mercedes-Benz,Mercedes-Benz EQC Electric,EQC400 4MATIC Electric Art (A),318888,-,127555,2721,70200,3680,-,-,21.5,Electric,True
12919,8295,Mercedes-Benz,Mercedes-Benz EQC Electric,EQC400 4MATIC AMG Line (A),335888,-,134355,2866,70200,3680,-,-,21.5,Electric,True
12924,8428,Mercedes-Benz,Mercedes-Benz EQA Electric,EQA250 AMG Line 66.5 kWh (A),250888,-,100355,2141,70200,1530,-,-,16.2,Electric,True
12930,8318,Audi,Audi Q5 Sportback Mild Hybrid,2.0 TFSI qu S tronic Advanced (A),282167,25300,112867,2408,70200,1194,46752,57453,12.5,Petrol-Electric,True
12930,8319,Audi,Audi Q5 Sportback Mild Hybrid,2.0 TFSI qu S tronic S line (A),295323,26700,118129,2520,70200,1194,45914,56280,12.5,Petrol-Electric,True
12935,8326,Toyota,Toyota Camry Hybrid,2.5 Standard (A),145888,13700,58355,1245,70200,1784,29509,18313,21.2,Petrol-Electric,True
12935,8327,Toyota,Toyota Camry Hybrid,2.5 Elegance (A),161888,14900,64755,1381,70200,1784,34510,25314,21.2,Petrol-Electric,True
12946,8362,Kia,Kia Cerato,1.6 L (A),95999,-,-,-,47001,738,-,-,15.2,Petrol,True
12946,8363,Kia,Kia Cerato,1.6 EX (A),99999,-,-,-,47001,738,-,-,15.2,Petrol,True
12946,8364,Kia,Kia Cerato,1.6 GT Line (A),106999,-,-,-,47001,738,-,-,15.2,Petrol,True
12947,8370,Honda,Honda Civic,1.5 VTEC Turbo (A),125099,-,-,-,47001,684,-,-,15.6,Petrol,True
12955,8419,Hyundai,Hyundai Santa Fe Hybrid,1.6 Turbo 7-Seater (A),177999,-,71200,1519,70200,742,-,-,18.2,Petrol-Electric,True
12955,8420,Hyundai,Hyundai Santa Fe Hybrid,1.6 Turbo 7-Seater Sunroof (A),187999,-,75200,1604,70200,742,-,-,18.2,Petrol-Electric,True
12956,8381,Volvo,Volvo V60 Cross Country Mild Hybrid,B5 (A),220000,-,88000,1877,70200,1176,-,-,14.9,Petrol-Electric,True
12957,8382,Volvo,Volvo S90 Mild Hybrid,B5 Inscription (A),220000,-,88000,1877,70200,1176,-,-,15.4,Petrol-Electric,True
12959,8384,Audi,Audi SQ5,3.0 TFSI qu Tip (A),356986,31600,142794,3046,70200,2380,61000,81800,10.9,Petrol,True
12962,8389,Volvo,Volvo XC60 Mild Hybrid,B5 R-Design (A),243000,-,97200,2073,70200,1176,-,-,14.5,Petrol-Electric,True
12962,8390,Volvo,Volvo XC60 Mild Hybrid,B6 R-Design (A),278000,-,111200,2372,70200,1176,-,-,13.2,Petrol-Electric,True
12963,8413,Volvo,Volvo V90 Cross Country Mild Hybrid,B5 (A),285000,-,114000,2432,70200,1176,-,-,14.3,Petrol-Electric,True
12964,8391,Jeep,Jeep Gladiator Rubicon Petrol,3.6 V6 (A),225999,22600,22600,2893,38890,-,45000,2250,8.4,Petrol,True
12966,8392,Porsche,Porsche Taycan Cross Turismo Electric,4 93.4 kWh (A),394558,-,-,-,70200,4462,-,-,-,Electric,False
12966,8393,Porsche,Porsche Taycan Cross Turismo Electric,4S 93.4 kWh (A),494658,-,-,-,70200,5556,-,-,28.1,Electric,False
12971,8400,Mercedes-Benz,Mercedes-Benz E-Class Coupe Mild Hybrid,E53 AMG 4MATIC+ (A),476888,-,190755,4069,70200,2384,-,-,11.4,Petrol-Electric,True
12976,8407,Audi,Audi S3 Sedan,2.0 TFSI qu S tronic (A),260400,-,104160,2222,70200,1194,-,-,,Petrol,True
12979,8410,MG,MG 5 Electric,Excite SW 50.3 kWh (A),129888,-,-,-,70200,1294,-,-,18.5,Electric,True
12979,8411,MG,MG 5 Electric,Exclusive SW 61.1 kWh (A),138888,-,-,-,70200,1236,-,-,17.5,Electric,True
12980,8412,Audi,Audi S3 Sportback,2.0 TFSI qu S tronic (A),258400,-,103360,2205,70200,1194,-,-,,Petrol,True
12986,8422,Hyundai,Hyundai Tucson Hybrid,1.6 Turbo Sunroof (A),166999,-,66800,1425,70200,742,-,-,20.8,Petrol-Electric,True
12991,8435,Land Rover,Land Rover Defender 90 Mild Hybrid,3.0 XS Edition 7-Seater (A),367999,-,147200,3140,70200,2380,-,-,10.1,Petrol-Electric,True
12992,8436,Land Rover,Land Rover Range Rover Sport Mild Hybrid,3.0 HSE (A),405999,-,162400,3464,70200,2380,-,-,10.9,Petrol-Electric,True
